acquisition,roi,synReg_Num,synReg_Area,synReg_LocNum,synReg_LDmean,synReg_LDstd,hdr_Num,hdr_Area,hdr_LocNum,hdr_LDmean,hdr_LDstd
ExampleAcq_folder,1,2,614183.525069607,840,24.7595238095238,14.4045675368319,41,2917.4170126718,204,39.2843137254902,10.3955062771485
ExampleAcq_folder,2,4,3415421.84820513,4276,66.9822263797942,66.0302157472385,135,45035.5145248182,1941,119.300875837197,62.0266831860898
ExampleAcq_folder,3,1,218188.306118447,1096,33.1788321167883,29.4775039820069,13,15303.1458110171,601,50.6006655574043,29.6499061194067
ExampleAcq_folder,4,2,3572661.4252471,7396,79.0143320713899,105.40374129482,230,91801.1870128817,4214,124.172045562411,120.719978222055
