acquisition,roi,synReg_Num,synReg_Area,synReg_LocNum,synReg_LDmean,synReg_LDstd,hdr_Num,hdr_Area,hdr_LocNum,hdr_LDmean,hdr_LDstd
ExampleAcq_folder,1,1,873746.299076045,6000,28.1303333333333,20.3396483935117,16,133428.051352079,3402,41.1534391534392,17.7951351409444
ExampleAcq_folder,2,3,1116991.19082582,6206,34.392523364486,25.4769422639517,16,163983.485064896,3856,48.3459543568465,22.601473138678
ExampleAcq_folder,3,1,234341.159709224,964,25.3983402489627,14.6046208616791,11,24601.4053896435,519,36.0211946050096,10.8523583241453
ExampleAcq_folder,4,6,2740426.58226544,5038,51.825327510917,39.5442677792481,55,190830.453191564,3402,69.5455614344503,36.1727187271972
