acquisition,roi,area_nm2
ExampleAcq_folder,4,130.988402974356
ExampleAcq_folder,4,118.573924478939
ExampleAcq_folder,4,117.825000510673
ExampleAcq_folder,4,117.296492751034
ExampleAcq_folder,4,114.196559910204
ExampleAcq_folder,4,111.915662335398
ExampleAcq_folder,4,108.731278812214
ExampleAcq_folder,4,108.71580257524
ExampleAcq_folder,4,106.653280669125
ExampleAcq_folder,4,106.599083178271
ExampleAcq_folder,4,105.695635996087
ExampleAcq_folder,4,103.579663337762
ExampleAcq_folder,4,102.109252769435
ExampleAcq_folder,4,97.1323423023872
ExampleAcq_folder,4,96.4703785139207
ExampleAcq_folder,4,95.3047128323914
ExampleAcq_folder,4,94.8975667128527
ExampleAcq_folder,4,93.2383328626139
ExampleAcq_folder,4,92.740651487408
ExampleAcq_folder,4,91.900311046322
ExampleAcq_folder,4,90.8454532513555
ExampleAcq_folder,4,90.0003568901584
ExampleAcq_folder,4,88.3419245054983
ExampleAcq_folder,4,87.9743835981307
ExampleAcq_folder,4,85.0438108478167
ExampleAcq_folder,4,84.2120840579257
ExampleAcq_folder,4,83.0909398838283
ExampleAcq_folder,4,81.801977272767
ExampleAcq_folder,4,81.7445305993834
ExampleAcq_folder,4,80.9498940104065
ExampleAcq_folder,4,80.1052397761451
ExampleAcq_folder,4,79.064459996436
ExampleAcq_folder,4,79.0210308601472
ExampleAcq_folder,4,77.2128647376583
ExampleAcq_folder,4,75.4993197440103
ExampleAcq_folder,4,75.440816578502
ExampleAcq_folder,4,74.0940050541304
ExampleAcq_folder,4,71.9474042516741
ExampleAcq_folder,4,71.6038148609899
ExampleAcq_folder,4,70.6395724319734
ExampleAcq_folder,4,70.6311770007567
ExampleAcq_folder,4,70.0795012871237
ExampleAcq_folder,4,69.5187419721669
ExampleAcq_folder,4,69.058722605301
ExampleAcq_folder,4,69.0073496203642
ExampleAcq_folder,4,68.9881207714382
ExampleAcq_folder,4,68.7087254363962
ExampleAcq_folder,4,68.6693934733794
ExampleAcq_folder,4,67.9793666111918
ExampleAcq_folder,4,66.2338650040452
ExampleAcq_folder,4,66.1540326534013
ExampleAcq_folder,4,65.0769208665245
ExampleAcq_folder,4,64.9993996817734
ExampleAcq_folder,4,64.9285175525411
ExampleAcq_folder,4,61.0857986420751
ExampleAcq_folder,4,61.0593130649719
ExampleAcq_folder,4,56.4876199468129
ExampleAcq_folder,4,55.6168304846273
ExampleAcq_folder,4,54.2019954707914
ExampleAcq_folder,4,54.1007261034294
ExampleAcq_folder,4,54.0576129249042
ExampleAcq_folder,4,53.4427534958609
ExampleAcq_folder,4,53.1301954699702
ExampleAcq_folder,4,49.9601843351005
ExampleAcq_folder,4,49.8315692855927
ExampleAcq_folder,4,49.7762577348641
ExampleAcq_folder,4,49.3331543937454
ExampleAcq_folder,4,48.7649997929032
ExampleAcq_folder,4,48.7277286220961
ExampleAcq_folder,4,48.4949297108113
ExampleAcq_folder,4,48.2613140327371
ExampleAcq_folder,4,47.9385965936775
ExampleAcq_folder,4,47.8983939531634
ExampleAcq_folder,4,46.9755540535389
ExampleAcq_folder,4,45.9570409489128
ExampleAcq_folder,4,45.9562597917201
ExampleAcq_folder,4,45.1724380019192
ExampleAcq_folder,4,44.5182225532713
ExampleAcq_folder,4,43.6294124535629
ExampleAcq_folder,4,43.5209970757691
ExampleAcq_folder,4,43.4133294877255
ExampleAcq_folder,4,42.7657576811907
ExampleAcq_folder,4,42.6203268743319
ExampleAcq_folder,4,42.0774677983686
ExampleAcq_folder,4,41.2504219902327
ExampleAcq_folder,4,41.0227479011762
ExampleAcq_folder,4,40.6542486490917
ExampleAcq_folder,4,40.360059844445
ExampleAcq_folder,4,39.7390854776515
ExampleAcq_folder,4,38.394613061116
ExampleAcq_folder,4,37.2984599419159
ExampleAcq_folder,4,36.8832822871999
ExampleAcq_folder,4,36.3188156667293
ExampleAcq_folder,4,35.8211773806003
ExampleAcq_folder,4,35.6366550649537
ExampleAcq_folder,4,35.5405444277684
ExampleAcq_folder,4,35.0996660377046
ExampleAcq_folder,4,35.0696899928596
ExampleAcq_folder,4,35.042470603886
ExampleAcq_folder,4,34.8993089445211
ExampleAcq_folder,4,34.0013648555335
ExampleAcq_folder,4,33.5039509804575
ExampleAcq_folder,4,33.1255746653085
ExampleAcq_folder,4,32.7640937194323
ExampleAcq_folder,4,32.2701636794168
ExampleAcq_folder,4,31.1294717498149
ExampleAcq_folder,4,29.1620241386854
ExampleAcq_folder,4,28.2846389051229
ExampleAcq_folder,4,27.6808650711599
ExampleAcq_folder,4,26.9433032615488
ExampleAcq_folder,4,26.1300854292846
ExampleAcq_folder,4,25.7598960269492
ExampleAcq_folder,4,25.3511954238137
ExampleAcq_folder,4,24.836108930693
ExampleAcq_folder,4,24.7447323558374
ExampleAcq_folder,4,24.6862920370305
ExampleAcq_folder,4,22.2437772554153
ExampleAcq_folder,4,21.8701973139411
ExampleAcq_folder,4,21.8463766205847
ExampleAcq_folder,4,21.6298821304004
ExampleAcq_folder,4,20.9456808706853
ExampleAcq_folder,4,20.1290964830843
ExampleAcq_folder,4,20.1089798828091
ExampleAcq_folder,4,19.3585028059875
ExampleAcq_folder,4,18.9688963965552
ExampleAcq_folder,4,18.6254154447943
ExampleAcq_folder,4,18.6051847696916
ExampleAcq_folder,4,18.4456392080092
ExampleAcq_folder,4,18.4183436357134
ExampleAcq_folder,4,18.3636243618604
ExampleAcq_folder,4,17.9844350230436
ExampleAcq_folder,4,17.9047670467474
ExampleAcq_folder,4,16.7946320200247
ExampleAcq_folder,4,15.9687079342437
ExampleAcq_folder,4,15.2409003609914
ExampleAcq_folder,4,14.9988356584022
ExampleAcq_folder,4,13.0985323648382
ExampleAcq_folder,4,13.0751760994544
ExampleAcq_folder,4,12.6207644750942
ExampleAcq_folder,4,12.5526190325319
ExampleAcq_folder,4,12.3893475527656
ExampleAcq_folder,4,11.954408296029
ExampleAcq_folder,4,11.9115804506568
ExampleAcq_folder,4,11.5407183798036
ExampleAcq_folder,4,10.2252091772885
ExampleAcq_folder,4,9.72934388540048
ExampleAcq_folder,4,9.32052740613726
ExampleAcq_folder,4,9.19228745429066
ExampleAcq_folder,4,9.06042171436071
ExampleAcq_folder,4,7.41199619275085
ExampleAcq_folder,4,7.31236461635949
ExampleAcq_folder,4,7.30716976072758
ExampleAcq_folder,4,7.25360369134431
ExampleAcq_folder,4,7.23509309777466
ExampleAcq_folder,4,7.09897514387597
ExampleAcq_folder,4,7.06585229583456
ExampleAcq_folder,4,6.62452107799461
ExampleAcq_folder,4,6.48366589449999
ExampleAcq_folder,4,6.14838291676331
ExampleAcq_folder,4,5.9465266946194
ExampleAcq_folder,4,5.49643668161814
ExampleAcq_folder,4,3.74796355471237
ExampleAcq_folder,4,3.39001831437307
ExampleAcq_folder,4,2.92254393726986
ExampleAcq_folder,4,2.72111658555773
ExampleAcq_folder,4,1.99044847844764
ExampleAcq_folder,4,0.684742288018154
ExampleAcq_folder,4,0.654663869958553
